xi,xj,LLM_model
As they smiled,"As they smiled, I was reminded of my own thoughts on the subject. I was not alone!

What I had come to tell them would, I feared, reveal too much, so that they would not understand. There was this one little",GPT-Neo
As they smiled,"As they smiled, the other kids moved in to chat nervously. I knew I was being watched. Just the same.

""What you're doing here tonight is illegal,"" the male said, and I shrugged. I was probably just trying to",GPT-2
As they smiled,"As they smiled and laughed, the two men were arrested and charged with the murder of a man who was found dead in a car in the middle of the night in the city of Wuhan, China.

The two men, identified",OPT
The kite dipped,"The kite dipped in the sky over the water. The kite dipped in the sky over the water.

I couldn’t wait to get out of the classroom. It was the only time I could put these kids to sleep.",GPT-Neo
The kite dipped,"The kite dipped into the water and became a great bait for crabs and other marine mammals.

The kites and large ferns which are often seen in the waters will likely be found floating around the ocean. The cicadas that",GPT-2
The kite dipped,"The kite dipped in the water is a nice touch.
I was thinking the same thing.  I'm not sure if it's a reference to the movie or not, but it's a nice touch.",OPT
"Slowly, he turned","Slowly, he turned on the water and poured the boiling water into a mug.

A warm wave of peace rushed through him. He took the mug in his hands and sipped its liquid with deep pleasure. He breathed in deeply, closing",GPT-Neo
"Slowly, he turned","Slowly, he turned away from the railing and walked up from the room to make sure that his friend didn't see him. He was surprised to see that she was standing right in front of him, the girl he was supposed to hear. He",GPT-2
"Slowly, he turned","Slowly, he turned his head to look at her.
""I'm sorry, I didn't mean to make you feel uncomfortable.""
""It's okay, I'm not offended.""
""I'm not offended either.""
""",OPT
The curtain moved,"The curtain moved in A Christmas Carol.

""Gone,"" the Ghost said. She turned and saw that the curtain had closed, but not before Iggy had been able to sneak in, too.

""Gone,"" he repeated",GPT-Neo
The curtain moved,"The curtain moved on.

We sat back with the girls, chatting. One of them spoke the words 'I'm the one'.

Everyone thought that the girl's name had already been revealed, so they tried to silence her. But",GPT-2
The curtain moved,"The curtain moved on the first day of the new season of the hit show, and it was a big one.

The first episode of the new season of “The Voice” featured a new coach, a new coach, and",OPT
In the den,"In the den of Sinbad the Sailor, there’s a map of a ship the size of Manhattan that is almost bigger than the island itself.

It is a sea map to an island that doesn’t even exist in our",GPT-Neo
In the den,"In the den: the ""Big Crap""

So it's only been a year and a half since the day that a video, made in support of a ""black lives matter"" bill was even considered, has been made public. In",GPT-2
In the den,"In the den of the old house, the old man was sitting on the floor, his head in his hands.
He was crying.
He was crying because he had lost his wife.
He was crying because he had lost his son",OPT
He looked down,"He looked down at the table, at the open case before him. In the clear light of day, the book seemed to glow.

""Thank you. I'll read it when I'm better. It's a personal collection. I have",GPT-Neo
He looked down,"He looked down at the barrel of his pistol and said, ""Look, if I had to do that, I'd do it at once,"" and he pointed out where the barrel of his pistol had ended up, in the corner of her bathroom.",GPT-2
He looked down,He looked down at his feet and then back up at the camera.,OPT
The dog wagged,"The dog wagged it tail.

""Are we ready to go?"" he asked, holding the leash in his hand.

""I'm ready,"" said Toby, looking over at him.

""Are you feeling okay?"" he",GPT-Neo
The dog wagged,"The dog wagged at me with its tail, and I could see a little red paw on its back. I turned myself around, and I saw my partner getting closer to take off his own tail.

""Please!"" he called from above",GPT-2
The dog wagged,"The dog wagged his tail.
I think it's a dog.",OPT
With a smile,"With a smile on her face, she walked toward it. It didn't take a minute to find the spot where she'd stuck her key in, and she pressed the lock with all her strength.

""No luck, Mom?""",GPT-Neo
With a smile,"With a smile and a smile of surprise on her face, she looked so excited for this one.

This one was so special.

This one was even better than…

""Hey what's up? You're going to be",GPT-2
With a smile,"With a smile on his face, the man who has been in the spotlight for the past few months, has been spotted in the company of his wife and daughter.

The actor, who is currently shooting for his upcoming film, ‘",OPT
The rain drizzled,"The rain drizzled through the window and spattered on the floor.

It was raining when I got down to the farm, a warm and gentle rain, like someone dropped a hot cup of coffee on my head. And I was still",GPT-Neo
The rain drizzled,"The rain drizzled against the snow so hard that the snowshoes kept on falling, breaking their skates and scattering rocks across the snow. Two people, all young male firefighters, ran after the snowdrifts and managed to pull them out",GPT-2
The rain drizzled,"The rain drizzled down on the streets of the city of San Francisco, California, on a warm, sunny day. The city was bustling with activity, and the streets were filled with people. The city was a bustling place, and the",OPT
As evening fell,"As evening fell on May 5, I drove west out of Washington with Mike and a few dozen friends for a weekend of music, drinking, and drinking with the man.

It was an old-time weekend, where people played cards, drank",GPT-Neo
As evening fell,"As evening fell, the rain finally set upon the houses, and the clouds swept over the castle and out into the night.

The evening was a night spent in the park, dancing in the park, and singing the beautiful melodies of the church",GPT-2
